name;state_name;country_name;latitude;longitude
Tallinn;Harju County;Estonia;59.43696;24.75353
Jongno-gu;Seoul;South Korea;37.5729;126.97928
Shanghai;Shanghai;China;31.22222;121.45806
Beijing;Beijing;China;39.9075;116.39723
Wuhan;Hubei;China;30.58333;114.26667
Orlando;Florida;United States;28.53834;-81.37924
Berkeley;California;United States;37.87159;-122.27275
Berkeley;Illinois;United States;41.88892;-87.9034
Berkeley;Missouri;United States;38.7545;-90.33123
Harpenden;England;United Kingdom;51.81684;-0.35706
Baltimore;Maryland;United States;39.29038;-76.61219
Baltimore;Ohio;United States;39.84534;-82.60072
Halifax;Nova Scotia;Canada;44.64533;-63.57239
Orlando;Florida;United States;28.53834;-81.37924
Toronto;Ontario;Canada;43.70011;-79.4163
Fort Collins;Colorado;United States;40.58526;-105.08442
Austin;Arkansas;United States;34.99842;-91.98376
Austin;Indiana;United States;38.75839;-85.80803
Austin;Minnesota;United States;43.66663;-92.97464
Austin;Texas;United States;30.26715;-97.74306
Toronto;Ontario;Canada;43.70011;-79.4163
Changsha;Guizhou;China;28.68778;105.98972
Changsha;Hunan;China;28.19874;112.97087
Wuhan;Hubei;China;30.58333;114.26667
Tampa;Florida;United States;27.94752;-82.45843
Kristiansand;Vest-Agder;Norway;58.14642;7.99687
Beijing;Beijing;China;39.9075;116.39723
Nairobi;Nairobi City;Kenya;-1.28333;36.81667
Ottawa;Ontario;Canada;45.41117;-75.69812
Austin;Arkansas;United States;34.99842;-91.98376
Austin;Indiana;United States;38.75839;-85.80803
Austin;Minnesota;United States;43.66663;-92.97464
Austin;Texas;United States;30.26715;-97.74306
Guelph;Ontario;Canada;43.54594;-80.25599
Ottawa;Ontario;Canada;45.41117;-75.69812
Novi Sad;Vojvodina;Serbia;45.25167;19.83694
Pittsburgh;Pennsylvania;United States;40.44062;-79.99589
Wuhan;Hubei;China;30.58333;114.26667
Boise;Idaho;United States;43.6135;-116.20345
Chapel Hill;North Carolina;United States;35.9132;-79.05584
Chapel Hill;Tennessee;United States;35.62646;-86.69333
Viseu;Viseu;Portugal;40.6745;-7.91721
Davis;California;United States;38.54491;-121.74052
Davis;Oklahoma;United States;34.50453;-97.11946
Berkeley;California;United States;37.87159;-122.27275
Berkeley;Illinois;United States;41.88892;-87.9034
Berkeley;Missouri;United States;38.7545;-90.33123
Islamabad;Islamabad Capital Territory;Pakistan;33.72148;73.04329
Lyon;Auvergne-Rhône-Alpes;France;45.74846;4.84671
Puducherry;Puducherry;India;11.93381;79.82979
Tilburg;North Brabant;Netherlands;51.55551;5.0913
Suita;Ōsaka Prefecture;Japan;34.76143;135.51567
Davis;California;United States;38.54491;-121.74052
Davis;Oklahoma;United States;34.50453;-97.11946
Santander;Cantabria;Spain;43.46472;-3.80444
Beijing;Beijing;China;39.9075;116.39723
Caracas;Distrito Capital;Venezuela;10.5;-66.93333333
Sydney;New South Wales;Australia;-33.86785;151.20732
Haripur;Khyber Pakhtunkhwa;Pakistan;33.99783;72.93493
Kariya;Aichi Prefecture;Japan;34.98333;136.98333
Kariya;Hyōgo Prefecture;Japan;34.75136;134.38734
Berlin;Berlin;Germany;52.52437;13.41053
Bucharest;Bucharest;Romania;44.43225;26.10626
Chapel Hill;North Carolina;United States;35.9132;-79.05584
Chapel Hill;Tennessee;United States;35.62646;-86.69333
Beijing;Beijing;China;39.9075;116.39723
Yazd;Yazd Province;Iran;31.89722;54.3675
Aalborg;North Denmark Region;Denmark;57.048;9.9187
Hamburg;Hamburg;Germany;53.57532;10.01534
Jinan;Shandong;China;36.66833;116.99722
Adrar;Adrar;Algeria;27.87429;-0.29388
Lille;Hauts-de-France;France;50.63297;3.05858
Haifa;Haifa District;Israel;32.81841;34.9885
New Delhi;Delhi;India;28.63576;77.22445
Porto Alegre;Rio Grande do Sul;Brazil;-30.03283;-51.23019
Ancona;Marche;Italy;43.5942;13.50337
Hangzhou;Zhejiang;China;30.29365;120.16142
Hefei;Anhui;China;31.86389;117.28083
Beijing;Beijing;China;39.9075;116.39723
Rome;Lazio;Italy;41.89193;12.51133
Malvern;Alabama;United States;31.13934;-85.5191
Malvern;Arkansas;United States;34.36231;-92.81295
Malvern;Iowa;United States;41.00278;-95.58528
Malvern;Ohio;United States;40.69173;-81.18121
Malvern;Pennsylvania;United States;40.03622;-75.51381
Manchester;England;United Kingdom;53.41667;-2.25
Stony Brook;New York;United States;40.92565;-73.14094
Dublin;Leinster;Ireland;53.33306;-6.24889
Pullman;Washington;United States;46.73127;-117.17962
Munich;Bavaria;Germany;48.13743;11.57549
Austin;Arkansas;United States;34.99842;-91.98376
Austin;Indiana;United States;38.75839;-85.80803
Austin;Minnesota;United States;43.66663;-92.97464
Austin;Texas;United States;30.26715;-97.74306
Coimbra;Coimbra;Portugal;40.20564;-8.41955
Boston;Georgia;United States;30.79186;-83.78989
Boston;Massachusetts;United States;42.35843;-71.05977
Boston;New York;United States;42.62895;-78.73753
Dublin;Leinster;Ireland;53.33306;-6.24889
The Hague;South Holland;Netherlands;52.07667;4.29861
Winneba;Central;Ghana;5.35113;-0.62313
Spokane;Washington;United States;47.65966;-117.42908
Santa Barbara;California;United States;34.42083;-119.69819
Santa Barbara;Puerto Rico;United States;18.39361111;-65.91888889
Gainesville;Florida;United States;29.65163;-82.32483
Gainesville;Georgia;United States;34.29788;-83.82407
Gainesville;Missouri;United States;36.60312;-92.42822
Gainesville;Texas;United States;33.62594;-97.13335
Gainesville;Virginia;United States;38.79567;-77.61388
Tehran;Tehran Province;Iran;35.69439;51.42151
Hangzhou;Zhejiang;China;30.29365;120.16142
Washington, D.C.;District of Columbia;United States;38.89511;-77.03637
Doha;Doha;Qatar;25.28545;51.53096
Beijing;Beijing;China;39.9075;116.39723
Luoyang;Fujian;China;24.95938;118.683
Luoyang;Guangdong;China;23.16244;114.27342
Luoyang;Henan;China;34.68361;112.45361
Cagliari;Sardinia;Italy;39.23054;9.11917
Londrina;Paraná;Brazil;-23.31028;-51.16278
Beijing;Beijing;China;39.9075;116.39723
Gandhinagar;Gujarat;India;23.21667;72.68333
Minneapolis;Kansas;United States;39.12194;-97.7067
Minneapolis;Minnesota;United States;44.97997;-93.26384
Lisbon;Guarda;Portugal;38.71666667;-9.16666667
Lisbon;Lisbon;Portugal;38.72635;-9.14843
London;England;United Kingdom;51.50853;-0.12574
Stanford;California;United States;37.42411;-122.16608
Stanford;Kentucky;United States;37.53119;-84.66189
Stanford;Montana;United States;47.15358;-110.21826
Beijing;Beijing;China;39.9075;116.39723
Esch-sur-Alzette;Canton of Esch-sur-Alzette;Luxembourg;49.49583;5.98056
Perth;Tasmania;Australia;-41.57231;147.17096
Perth;Western Australia;Australia;-31.95224;115.8614
Boston;Georgia;United States;30.79186;-83.78989
Boston;Massachusetts;United States;42.35843;-71.05977
Boston;New York;United States;42.62895;-78.73753
Newark;Arkansas;United States;35.70174;-91.44152
Newark;California;United States;37.52966;-122.04024
Newark;Delaware;United States;39.68372;-75.74966
Newark;Illinois;United States;41.53697;-88.58341
Newark;New Jersey;United States;40.73566;-74.17237
Newark;New York;United States;43.04673;-77.09525
Newark;Ohio;United States;40.05812;-82.40126
Newark;Texas;United States;33.00124;-97.48447
Santa Barbara;California;United States;34.42083;-119.69819
Santa Barbara;Puerto Rico;United States;18.39361111;-65.91888889
Esch-sur-Alzette;Canton of Esch-sur-Alzette;Luxembourg;49.49583;5.98056
Beijing;Beijing;China;39.9075;116.39723
Melbourne;Victoria;Australia;-37.814;144.96332
Fairfax;California;United States;37.98715;-122.58887
Fairfax;Iowa;United States;41.91945;-91.78101
Fairfax;Minnesota;United States;44.52913;-94.72082
Fairfax;Ohio;United States;39.14534;-84.39327
Fairfax;Oklahoma;United States;36.57366;-96.7042
Fairfax;South Carolina;United States;32.95905;-81.2365
Fairfax;Virginia;United States;38.84622;-77.30637
Mumbai;Maharashtra;India;19.07283;72.88261
Austin;Arkansas;United States;34.99842;-91.98376
Austin;Indiana;United States;38.75839;-85.80803
Austin;Minnesota;United States;43.66663;-92.97464
Austin;Texas;United States;30.26715;-97.74306
Khulna;Khulna District;Bangladesh;22.5;89.33333
Cambridge;England;United Kingdom;52.2;0.11667
Beijing;Beijing;China;39.9075;116.39723
Klagenfurt;Carinthia;Austria;46.63873;14.2973
Nicosia;Nicosia District (Lefkoşa);Cyprus;35.17531;33.3642
Paris;Île-de-France;France;48.8534;2.3486
Kaohsiung;Kaohsiung;Taiwan;22.61626;120.31333
Leuven;Flanders;Belgium;50.87959;4.70093
Athens;Attica Region;Greece;37.98376;23.72784
Beijing;Beijing;China;39.9075;116.39723
London;England;United Kingdom;51.50853;-0.12574
Wuhan;Hubei;China;30.58333;114.26667
Warsaw;Masovian Voivodeship;Poland;52.22977;21.01178
Bhagalpur;Bihar;India;25.29023;87.06665
New Brunswick;New Jersey;United States;40.48622;-74.45182
Rome;Georgia;United States;34.25704;-85.16467
Rome;Illinois;United States;40.88309;-89.50259
Rome;Maine;United States;44.58506;-69.86922
Rome;New York;United States;43.21285;-75.45573
Rome;Wisconsin;United States;44.2206;-89.80843
Vienna;Vienna;Austria;48.20849;16.37208
Chennai;Tamil Nadu;India;13.08784;80.27847
Tehran;Tehran Province;Iran;35.69439;51.42151
Shenzhen;Guangdong;China;22.55653;113.9859
Tokyo;Tokyo;Japan;35.6895;139.69171
Milan;Lombardy;Italy;45.46427;9.18951
North Vancouver;British Columbia;Canada;49.31636;-123.06934
Lleida;Catalonia;Spain;41.61674;0.62218
Los Angeles;California;United States;34.05223;-118.24368
Nanjing;Taiwan;China;32.06167;118.77778
Rolla;Missouri;United States;37.95143;-91.77127
Rolla;North Dakota;United States;48.85778;-99.61792
Rajpura;Punjab;India;30.47856;76.59284
Los Angeles;California;United States;34.05223;-118.24368
Hangzhou;Zhejiang;China;30.29365;120.16142
Dresden;Saxony;Germany;51.05089;13.73832
Delft;South Holland;Netherlands;52.00667;4.35556
Tempe;Arizona;United States;33.41477;-111.90931
Berkeley;California;United States;37.87159;-122.27275
Berkeley;Illinois;United States;41.88892;-87.9034
Berkeley;Missouri;United States;38.7545;-90.33123
Wenzhou;Zhejiang;China;27.99942;120.66682
Lansing;Illinois;United States;41.56476;-87.53893
Lansing;Kansas;United States;39.24861;-94.90024
Lansing;Michigan;United States;42.73253;-84.55553
Lansing;New York;United States;42.48424;-76.47994
Boston;Georgia;United States;30.79186;-83.78989
Boston;Massachusetts;United States;42.35843;-71.05977
Boston;New York;United States;42.62895;-78.73753
Beijing;Beijing;China;39.9075;116.39723
Bath;England;United Kingdom;51.3751;-2.36172
Atlanta;Georgia;United States;33.749;-84.38798
Atlanta;Illinois;United States;40.25948;-89.23342
Atlanta;Michigan;United States;45.00473;-84.14389
Atlanta;Texas;United States;33.11374;-94.16435
Saskatoon;Saskatchewan;Canada;52.13238;-106.66892
Beijing;Beijing;China;39.9075;116.39723
Beijing;Beijing;China;39.9075;116.39723
Atsugi;Kanagawa Prefecture;Japan;35.44272;139.36931
Cuernavaca;Morelos;Mexico;18.95532;-99.24002
Cambridge;Illinois;United States;41.30365;-90.1929
Cambridge;Maryland;United States;38.56317;-76.07883
Cambridge;Massachusetts;United States;42.3751;-71.10561
Cambridge;Minnesota;United States;45.57274;-93.22439
Cambridge;Nebraska;United States;40.28195;-100.16569
Cambridge;New York;United States;43.02813;-73.38122
Cambridge;Ohio;United States;40.03118;-81.58846
Cambridge;Wisconsin;United States;43.00361;-89.0165
Hefei;Anhui;China;31.86389;117.28083
Coventry;England;United Kingdom;52.40656;-1.51217
Beijing;Beijing;China;39.9075;116.39723
Bucharest;Bucharest;Romania;44.43225;26.10626
Rennes;Bretagne;France;48.11198;-1.67429
Leipzig;Saxony;Germany;51.33962;12.37129
Wuhan;Hubei;China;30.58333;114.26667
Wuhan;Hubei;China;30.58333;114.26667
Toronto;Ontario;Canada;43.70011;-79.4163
Nanjing;Taiwan;China;32.06167;118.77778
Islamabad;Islamabad Capital Territory;Pakistan;33.72148;73.04329
Chongqing;Chongqing;China;29.56278;106.55278
Qinhuangdao;Hebei;China;39.93167;119.58833
Quito;Pichincha;Ecuador;-0.22985;-78.52495
Nicosia;Nicosia District (Lefkoşa);Cyprus;35.17531;33.3642
Murcia;Murcia;Spain;37.98662;-1.14146
Raleigh;Mississippi;United States;32.03349;-89.52229
Raleigh;North Carolina;United States;35.7721;-78.63861
Qingdao;Shandong;China;36.06488;120.38042
Daegu;Daegu;South Korea;35.87028;128.59111
Binghamton;New York;United States;42.09869;-75.91797
Getafe;Madrid;Spain;40.30571;-3.73295
San Francisco;California;United States;37.77493;-122.41942
Princeton;Florida;United States;25.53844;-80.40894
Princeton;Illinois;United States;41.36809;-89.46481
Princeton;Indiana;United States;38.35532;-87.56752
Princeton;Kentucky;United States;37.10922;-87.88196
Princeton;Massachusetts;United States;42.4487;-71.8773
Princeton;Minnesota;United States;45.56997;-93.58163
Princeton;Missouri;United States;40.40084;-93.5805
Princeton;New Jersey;United States;40.34872;-74.65905
Princeton;North Carolina;United States;35.46599;-78.16055
Princeton;Texas;United States;33.18012;-96.49804
Princeton;West Virginia;United States;37.36623;-81.10259
Princeton;Wisconsin;United States;43.85081;-89.12178
Giza;Giza;Egypt;30.00808;31.21093
York;England;United Kingdom;53.95763;-1.08271
New Delhi;Delhi;India;28.63576;77.22445
Warsaw;Masovian Voivodeship;Poland;52.22977;21.01178
Nagoya;Aichi Prefecture;Japan;35.18147;136.90641
Chicago;Illinois;United States;41.85003;-87.65005
Nanjing;Taiwan;China;32.06167;118.77778
Chicago;Illinois;United States;41.85003;-87.65005
Tokyo;Tokyo;Japan;35.6895;139.69171
College Park;Georgia;United States;33.65344;-84.44937
College Park;Maryland;United States;38.98067;-76.93692
Edmonton;Alberta;Canada;53.55014;-113.46871
Dallas;Georgia;United States;33.92371;-84.84077
Dallas;North Carolina;United States;35.31653;-81.17619
Dallas;Oregon;United States;44.91928;-123.31705
Dallas;Pennsylvania;United States;41.33619;-75.96325
Dallas;Texas;United States;32.78306;-96.80667
Columbus;Georgia;United States;32.46098;-84.98771
Columbus;Indiana;United States;39.20144;-85.92138
Columbus;Kansas;United States;37.16923;-94.84412
Columbus;Minnesota;United States;45.26522;-93.05015
Columbus;Mississippi;United States;33.49567;-88.42726
Columbus;Montana;United States;45.63661;-109.25211
Columbus;Nebraska;United States;41.42973;-97.36838
Columbus;New Mexico;United States;31.8276;-107.64002
Columbus;North Carolina;United States;35.25317;-82.19706
Columbus;Ohio;United States;39.96118;-82.99879
Columbus;Texas;United States;29.70662;-96.53969
Columbus;Wisconsin;United States;43.33805;-89.01539
Cambridge;England;United Kingdom;52.2;0.11667
Vigo;Galicia;Spain;42.23282;-8.72264
Tbilisi;Tbilisi;Georgia;41.69411;44.83368
Daejeon;Daejeon;South Korea;36.34913;127.38493
Chennai;Tamil Nadu;India;13.08784;80.27847
Prince George;British Columbia;Canada;53.9166;-122.75301
Pittsburgh;Pennsylvania;United States;40.44062;-79.99589
London;England;United Kingdom;51.50853;-0.12574
Nanjing;Taiwan;China;32.06167;118.77778
Noakhali;Chittagong Division;Bangladesh;22.75;91.16667
Lisbon;Guarda;Portugal;38.71666667;-9.16666667
Lisbon;Lisbon;Portugal;38.72635;-9.14843
Beijing;Beijing;China;39.9075;116.39723
Chicago;Illinois;United States;41.85003;-87.65005
London;England;United Kingdom;51.50853;-0.12574
Shanghai;Shanghai;China;31.22222;121.45806
Pokhara;Western Region;Nepal;28.26689;83.96851
Rome;Lazio;Italy;41.89193;12.51133
Amsterdam;North Holland;Netherlands;52.37403;4.88969
Sydney;New South Wales;Australia;-33.86785;151.20732
Manisa;Manisa;Turkey;38.61202;27.42647
Tianjin;Tianjin;China;39.14666667;117.20555556
London;England;United Kingdom;51.50853;-0.12574
Maastricht;Limburg;Netherlands;50.84833;5.68889
Sydney;New South Wales;Australia;-33.86785;151.20732
Adana;Adana;Turkey;37.00167;35.32889
Tucson;Arizona;United States;32.22174;-110.92648
Ithaca;Michigan;United States;43.2917;-84.6075
Ithaca;New York;United States;42.44063;-76.49661
Akron;Colorado;United States;40.16054;-103.21438
Akron;Indiana;United States;41.03838;-86.02805
Akron;Iowa;United States;42.82888;-96.55948
Akron;New York;United States;43.02089;-78.4953
Akron;Ohio;United States;41.08144;-81.51901
Akron;Pennsylvania;United States;40.15676;-76.20217
Bengbu;Anhui;China;32.94083;117.36083
Baghdad;Baghdad Governorate;Iraq;33.34058;44.40088
Tianjin;Tianjin;China;39.14666667;117.20555556
Bengaluru;Karnataka;India;12.97194;77.59369
Bangkok;Bangkok;Thailand;13.75398;100.50144
Potsdam;Brandenburg;Germany;52.39886;13.06566
Dublin;Leinster;Ireland;53.33306;-6.24889
Shanghai;Shanghai;China;31.22222;121.45806
Wuhan;Hubei;China;30.58333;114.26667
London;England;United Kingdom;51.50853;-0.12574
Greifswald;Mecklenburg-Vorpommern;Germany;54.09311;13.38786
Perth;Tasmania;Australia;-41.57231;147.17096
Perth;Western Australia;Australia;-31.95224;115.8614
Tempe;Arizona;United States;33.41477;-111.90931
Madison;Alabama;United States;34.69926;-86.74833
Madison;Connecticut;United States;41.27954;-72.59843
Madison;Florida;United States;30.46938;-83.41293
Madison;Georgia;United States;33.59568;-83.46794
Madison;Illinois;United States;38.68255;-90.15705
Madison;Indiana;United States;38.73589;-85.37996
Madison;Maine;United States;44.79756;-69.87978
Madison;Minnesota;United States;45.00968;-96.19588
Madison;Mississippi;United States;32.46181;-90.11536
Madison;Nebraska;United States;41.82834;-97.45505
Madison;New Hampshire;United States;43.89924;-71.1484
Madison;New Jersey;United States;40.75982;-74.4171
Madison;North Carolina;United States;36.38542;-79.95949
Madison;Ohio;United States;41.77116;-81.04982
Madison;South Dakota;United States;44.00608;-97.11395
Madison;Virginia;United States;38.38041;-78.2575
Madison;West Virginia;United States;38.06705;-81.81929
Madison;Wisconsin;United States;43.07305;-89.40123
Eindhoven;North Brabant;Netherlands;51.44083;5.47778
Boston;Georgia;United States;30.79186;-83.78989
Boston;Massachusetts;United States;42.35843;-71.05977
Boston;New York;United States;42.62895;-78.73753
Charlottesville;Virginia;United States;38.02931;-78.47668
Perth;Tasmania;Australia;-41.57231;147.17096
Perth;Western Australia;Australia;-31.95224;115.8614
Richardson;Texas;United States;32.94818;-96.72972
Beijing;Beijing;China;39.9075;116.39723
Sankt Augustin;North Rhine-Westphalia;Germany;50.77538;7.197
Pittsburgh;Pennsylvania;United States;40.44062;-79.99589
Qingdao;Shandong;China;36.06488;120.38042
Nanjing;Taiwan;China;32.06167;118.77778
Baton Rouge;Louisiana;United States;30.44332;-91.18747
Bengaluru;Karnataka;India;12.97194;77.59369
Tehran;Tehran Province;Iran;35.69439;51.42151
Zhengzhou;Henan;China;34.75778;113.64861
Le Chesnay;Île-de-France;France;48.8222;2.12213
Bangkok;Bangkok;Thailand;13.75398;100.50144
Chongqing;Chongqing;China;29.56278;106.55278
Ughelli;Delta;Nigeria;5.48956;6.00407
London;England;United Kingdom;51.50853;-0.12574
Norman;Oklahoma;United States;35.22257;-97.43948
Paris;Île-de-France;France;48.8534;2.3486
Milan;Lombardy;Italy;45.46427;9.18951
Provo;Utah;United States;40.23384;-111.65853
Ahvaz;Khuzestan Province;Iran;31.31901;48.6842
Wuhu;Anhui;China;31.33728;118.37351
Amsterdam;North Holland;Netherlands;52.37403;4.88969
Eugene;Oregon;United States;44.05207;-123.08675
Tokyo;Tokyo;Japan;35.6895;139.69171
Mumbai;Maharashtra;India;19.07283;72.88261
Ann Arbor;Michigan;United States;42.27756;-83.74088
Changsha;Guizhou;China;28.68778;105.98972
Changsha;Hunan;China;28.19874;112.97087
Bucharest;Bucharest;Romania;44.43225;26.10626
Islamabad;Islamabad Capital Territory;Pakistan;33.72148;73.04329
Koprivnica;Koprivnica-Križevci County;Croatia;46.16278;16.8275
Toronto;Ontario;Canada;43.70011;-79.4163
West Lafayette;Indiana;United States;40.42587;-86.90807
West Lafayette;Ohio;United States;40.27535;-81.75096
Shanghai;Shanghai;China;31.22222;121.45806
Cleveland;Alabama;United States;33.99093;-86.57749
Cleveland;Florida;United States;26.96173;-81.98398
Cleveland;Georgia;United States;34.59704;-83.76324
Cleveland;Mississippi;United States;33.744;-90.72482
Cleveland;Ohio;United States;41.4995;-81.69541
Cleveland;Oklahoma;United States;36.31032;-96.46584
Cleveland;Tennessee;United States;35.15952;-84.87661
Cleveland;Texas;United States;30.34132;-95.08549
Cleveland;Wisconsin;United States;43.91499;-87.74731
Taipei;Taipei;Taiwan;25.04776;121.53185
Belo Horizonte;Minas Gerais;Brazil;-19.92083;-43.93778
Shanghai;Shanghai;China;31.22222;121.45806
Lisbon;Guarda;Portugal;38.71666667;-9.16666667
Lisbon;Lisbon;Portugal;38.72635;-9.14843
Shah Alam;Selangor;Malaysia;3.08507;101.53281
Tokyo;Tokyo;Japan;35.6895;139.69171
Beijing;Beijing;China;39.9075;116.39723
Lincoln;Alabama;United States;33.61316;-86.11831
Lincoln;Arkansas;United States;35.94953;-94.42355
Lincoln;California;United States;38.89156;-121.29301
Lincoln;Idaho;United States;43.51297;-111.96441
Lincoln;Illinois;United States;40.14838;-89.36482
Lincoln;Kansas;United States;39.04084;-98.14477
Lincoln;Maine;United States;45.36228;-68.50502
Lincoln;Massachusetts;United States;42.42593;-71.30395
Lincoln;Missouri;United States;38.39086;-93.33465
Lincoln;Montana;United States;46.95494;-112.68171
Lincoln;Nebraska;United States;40.8;-96.66696
Lincoln;North Dakota;United States;46.76249;-100.7004
Lincoln;Pennsylvania;United States;40.31896;-79.85477
Lincoln;Rhode Island;United States;41.92111;-71.435
Lincoln;Vermont;United States;44.10589;-72.99706
Chengdu;Sichuan;China;30.66667;104.06667
Oslo;Oslo;Norway;59.91273;10.74609
Toronto;Ontario;Canada;43.70011;-79.4163
Lyon;Auvergne-Rhône-Alpes;France;45.74846;4.84671
Los Angeles;California;United States;34.05223;-118.24368
Hangzhou;Zhejiang;China;30.29365;120.16142
Madison;Alabama;United States;34.69926;-86.74833
Madison;Connecticut;United States;41.27954;-72.59843
Madison;Florida;United States;30.46938;-83.41293
Madison;Georgia;United States;33.59568;-83.46794
Madison;Illinois;United States;38.68255;-90.15705
Madison;Indiana;United States;38.73589;-85.37996
Madison;Maine;United States;44.79756;-69.87978
Madison;Minnesota;United States;45.00968;-96.19588
Madison;Mississippi;United States;32.46181;-90.11536
Madison;Nebraska;United States;41.82834;-97.45505
Madison;New Hampshire;United States;43.89924;-71.1484
Madison;New Jersey;United States;40.75982;-74.4171
Madison;North Carolina;United States;36.38542;-79.95949
Madison;Ohio;United States;41.77116;-81.04982
Madison;South Dakota;United States;44.00608;-97.11395
Madison;Virginia;United States;38.38041;-78.2575
Madison;West Virginia;United States;38.06705;-81.81929
Madison;Wisconsin;United States;43.07305;-89.40123
Beijing;Beijing;China;39.9075;116.39723
Kunming;Yunnan;China;25.03889;102.71833
Copenhagen;Capital Region of Denmark;Denmark;55.67594;12.56553
Delft;South Holland;Netherlands;52.00667;4.35556
Gainesville;Florida;United States;29.65163;-82.32483
Gainesville;Georgia;United States;34.29788;-83.82407
Gainesville;Missouri;United States;36.60312;-92.42822
Gainesville;Texas;United States;33.62594;-97.13335
Gainesville;Virginia;United States;38.79567;-77.61388
Hamilton;Ontario;Canada;43.25011;-79.84963
Delft;South Holland;Netherlands;52.00667;4.35556
Riverside;Alabama;United States;33.60621;-86.20442
Riverside;California;United States;33.95335;-117.39616
Riverside;Connecticut;United States;41.03371;-73.57818
Riverside;Illinois;United States;41.83503;-87.82284
Riverside;Iowa;United States;41.47974;-91.58128
Riverside;Maryland;United States;39.47372;-76.24134
Riverside;Missouri;United States;39.1775;-94.61301
Riverside;New York;United States;40.88121;-72.67787
Riverside;Ohio;United States;39.77978;-84.1241
Riverside;Pennsylvania;United States;40.95536;-76.62885
Kaiserslautern;Rhineland-Palatinate;Germany;49.443;7.77161
Wuhan;Hubei;China;30.58333;114.26667
Shenzhen;Guangdong;China;22.55653;113.9859
Espoo;Uusimaa;Finland;60.2052;24.6522
Beijing;Beijing;China;39.9075;116.39723
Ouro Preto;Minas Gerais;Brazil;-20.39304;-43.64191
Oxford;England;United Kingdom;51.75222;-1.25596
Edinburgh;Scotland;United Kingdom;55.95206;-3.19648
Nicosia;Nicosia District (Lefkoşa);Cyprus;35.17531;33.3642
Cambridge;Illinois;United States;41.30365;-90.1929
Cambridge;Maryland;United States;38.56317;-76.07883
Cambridge;Massachusetts;United States;42.3751;-71.10561
Cambridge;Minnesota;United States;45.57274;-93.22439
Cambridge;Nebraska;United States;40.28195;-100.16569
Cambridge;New York;United States;43.02813;-73.38122
Cambridge;Ohio;United States;40.03118;-81.58846
Cambridge;Wisconsin;United States;43.00361;-89.0165
Casablanca;Casablanca-Settat;Morocco;33.5884;-7.55785
Fairbanks;Alaska;United States;64.83778;-147.71639
Modena;Emilia-Romagna;Italy;44.64783;10.92539
Beijing;Beijing;China;39.9075;116.39723
Urbana;Illinois;United States;40.11059;-88.20727
Urbana;Iowa;United States;42.22416;-91.87434
Urbana;Maryland;United States;39.32594;-77.35137
Urbana;Ohio;United States;40.10839;-83.75243
Chengdu;Sichuan;China;30.66667;104.06667
Nanjing;Taiwan;China;32.06167;118.77778
Columbus;Georgia;United States;32.46098;-84.98771
Columbus;Indiana;United States;39.20144;-85.92138
Columbus;Kansas;United States;37.16923;-94.84412
Columbus;Minnesota;United States;45.26522;-93.05015
Columbus;Mississippi;United States;33.49567;-88.42726
Columbus;Montana;United States;45.63661;-109.25211
Columbus;Nebraska;United States;41.42973;-97.36838
Columbus;New Mexico;United States;31.8276;-107.64002
Columbus;North Carolina;United States;35.25317;-82.19706
Columbus;Ohio;United States;39.96118;-82.99879
Columbus;Texas;United States;29.70662;-96.53969
Columbus;Wisconsin;United States;43.33805;-89.01539
Changchun;Jilin;China;43.88;125.32278
Huancayo;Junín;Peru;-12.06513;-75.20486
Incheon;Incheon;South Korea;37.45646;126.70515
Leiden;South Holland;Netherlands;52.15833;4.49306
Durban;KwaZulu-Natal;South Africa;-29.8579;31.0292
Beijing;Beijing;China;39.9075;116.39723
Pittsburgh;Pennsylvania;United States;40.44062;-79.99589
Tehran;Tehran Province;Iran;35.69439;51.42151
Storrs;Connecticut;United States;41.80843;-72.24952
Hangzhou;Zhejiang;China;30.29365;120.16142
Plymouth;England;United Kingdom;50.38333;-4.13333
Brussels;Brussels-Capital Region;Belgium;50.85045;4.34878
Toronto;Ontario;Canada;43.70011;-79.4163
Middletown;California;United States;38.7524;-122.61499
Middletown;Connecticut;United States;41.56232;-72.65065
Middletown;Delaware;United States;39.44956;-75.71632
Middletown;Indiana;United States;40.05727;-85.5372
Middletown;Kentucky;United States;38.24535;-85.53885
Middletown;Maryland;United States;39.44371;-77.54471
Middletown;New York;United States;41.44593;-74.42293
Middletown;Ohio;United States;39.51506;-84.39828
Middletown;Pennsylvania;United States;40.19981;-76.73108
Middletown;Rhode Island;United States;41.54566;-71.29144
Middletown;Virginia;United States;39.02761;-78.28056
Mannheim;Baden-Württemberg;Germany;49.4891;8.46694
Golden;Colorado;United States;39.75554;-105.2211
Amherst;Massachusetts;United States;42.36723;-72.51852
Amherst;New York;United States;42.97839;-78.79976
Amherst;Ohio;United States;41.39782;-82.22238
Amherst;Virginia;United States;37.58514;-79.05141
Amherst;Wisconsin;United States;44.45081;-89.28484
Melbourne;Victoria;Australia;-37.814;144.96332
Sevilla;Andalusia;Spain;37.38283;-5.97317
Raleigh;Mississippi;United States;32.03349;-89.52229
Raleigh;North Carolina;United States;35.7721;-78.63861
Hefei;Anhui;China;31.86389;117.28083
Beijing;Beijing;China;39.9075;116.39723
Hefei;Anhui;China;31.86389;117.28083
Oxford;England;United Kingdom;51.75222;-1.25596
