word,frequency
decoupling,1
persisted,1
addition,7
illustrate,4
relatively,1
isolated,1
amplifying,1
diversification,8
benefit,12
across,20
hold,1
meaningful,1
makers,5
participants,11
experienced,2
food,10
crises,45
year,12
unique,2
triggers,1
sparked,2
concentration,4
multiple,4
scales–at,1
multilevel,2
heightens,1
vulnerability,3
worldwide,2
profound,1
consequence,7
world’s,3
marginalized,1
population,11
focus,10
staple,1
grains,1
production,12
contribution,5
traces,1
origins,1
degree,2
draw,3
debate,2
current,18
transformation,10
agenda,3
financing,9
strategy,28
extensively,2
studied,2
previously,2
researchers,7
frequently,2
overlook,1
inclusion,3
e7,3
context,10
address,7
gap,7
reflect,4
exceed,4
steady,2
score,6
second,10
group,3
indonesia,4
turkey,3
respectively,1
fourth,2
fifth,3
total,17
excellent,1
prospective,2
sustainability,23
mexico,3
brazil,1
follow,1
ranking,1
bad,1
lowest,1
reported,5
helpful,1
formulation,1
assessment,3
presented,4
practice,11
delivered,1
asymmetric,8
usepu,4
geopolitical,4
threats,6
gprt,4
act,3
gpra,4
west,1
texas,1
intermediate,1
wti,4
bond,30
monthly,2
september,2
august,5
nonlinear,1
autoregressive,4
distributed,2
lag,2
nardl,1
empirical,16
evidence,13
short,3
run,4
positively,13
long,3
considering,8
looking,1
essential,8
entice,1
investment,26
policymakers,19
design,4
mitigate,9
caused,12
external,2
conclude,3
considered,4
investing,5
managing,2
systematic,6
literature,19
review,24
advance,3
machine,3
learning,6
deep,2
considers,4
domains,2
cryptocurrency,9
forex,5
bankruptcy,8
insolvency,1
overview,2
technique,8
examining,4
articles,4
reputed,1
journal,4
include,6
extensive,2
examination,3
characteristics,2
training,3
evaluation,3
validation,2
addressing,4
methodology,4
prisma,1
carry,2
out,8
bibliometric,1
information,11
finally,8
point,6
possible,2
direction,2
lead,7
new,22
inquiries,1
background,4
aim,18
cardiovascular,1
disease,6
cvd,7
significantly,15
health,29
social,52
care,12
society,9
premature,2
mortality,8
disability,2
patient,13
requiring,1
relative,4
paneuropean,1
burden,6
now,4
outdated,1
novel,8
uptodate,1
aggregate,2
countryspecific,3
resource,12
morbidity,1
informal,2
obtained,2
international,18
source,5
statistical,2
office,1
community,5
enhanced,2
cardiology,1
atlas,1
programme,1
patientlevel,1
survey,5
ageing,1
retirement,1
unit,7
per,5
capita,2
basis,4
adjustment,1
differentials,1
estimated,3
€282,1
billion,11
annually,2
longterm,7
accounting,1
€155,1
equalling,1
euhealth,1
expenditure,2
productivity,2
loss,4
accounted,2
€48,1
€79,1
represented,1
€630,1
person,1
ranging,2
€381,1
cyprus,1
€903,1
coronary,1
heart,2
€77,1
cerebrovascular,1
€76,1
conclusions,5
contemporary,2
wideranging,1
aspect,6
help,13
inform,3
evidencebased,2
reduce,10
access,3
better,7
outcome,8
subsidy,7
greatly,1
matter,1
alleviating,1
need,15
once,1
shock,23
occur,2
expires,2
business,25
known,1
greenwashing,14
potentially,5
arise,2
seeks,2
relationship,16
accessing,2
chinese,7
period,53
raised,3
accordingly,1
first,14
behavior,10
uncover,1
financially,3
constrained,3
strongly,5
motivated,3
greenwash,2
present,8
low,4
competition,2
created,3
reducing,6
organization,5
identifying,2
deploying,1
measurement,5
closely,4
correlated,2
consumption,9
bidirectional,1
causality,8
rec,4
nonrenewable,5
nec,3
timevarying,13
bootstrap,6
test,11
structural,4
parameter,6
instability,7
cpu,6
negative,25
stems,3
attitudes,1
authority,4
toward,5
administration,1
mitigation,3
positive;,1
otherwise,1
nexus,2
except,3
constraints,1
comparison,2
epu,7
subperiods,1
explained,1
fact,3
cheap,1
convenient,1
downturn,3
strategic,7
reserve,2
turmoil,4
implication,21
harmonious,1
coherent,1
highpower,1
large,7
body,5
apply,4
dependency,4
january,6
november,3
indicate,16
particularly,9
djsi,1
esgl,1
play,9
pivotal,1
integrated,5
suggesting,1
providing,6
estimation,4
examined,7
marked,1
increased,12
sharply,1
march,3
faded,1
became,2
stable,4
until,2
end,4
centrality,1
consistent,8
hit,2
hard,1
great,3
acceleration,2
socioeconomic,2
referred,1
governance,40
esg,76
evident,1
fund,8
inconclusive,1
lack,5
clear,2
definition,2
responsible,4
insufficient,5
quality,10
available,3
ratings,1
factor,22
showed,4
longer,4
offer,5
downside,7
protection,4
relation,8
traditional,3
despite,4
legal,3
barriers,4
polish,1
delays,1
implementing,3
industry,26
surprising,1
interesting,1
underdevelopment,1
only,6
deeply,1
integrate,1
criteria,2
educational,1
communication,2
identified,9
obstacles,2
success,1
papers,2
argue,4
face,2
replication,2
majority,3
cannot,1
replicated,1
testing,1
bayesian,1
pricing,2
replicated;,1
clustered,1
theme,4
tangency,1
portfolio;,1
iii,3
work,8
outofsample,2
covering,6
countries;,1
strengthened,3
weakened,1
number,11
purpose,11
developing,8
prior,5
pandemic;,1
reveal,15
panel,11
companyyear,1
2016–2021,1
hypotheses,1
achieved,2
objective,4
precautions,1
ensuring,2
compliance,2
ethical,3
call,4
question,1
notion,1
outperform,2
emerging,25
besides,2
comply,1
acceptable,1
alone,1
considerable,1
addressed,2
various,11
company’s,1
nonfinancial,4
limited,4
effort,4
fill,2
evaluating,1
direct,4
corporate,26
obligations,1
realms,1
history,2
storm,1
polycrisis,5
capture,5
complexity,8
increasingly,4
uncertain,2
flux,1
proponents,1
historian,1
contributing,1
editor,1
adam,1
tooze,1
marker,1
age,5
capturing,2
overlapping,2
interconnected,5
beyond,1
cause,4
authors,4
prompts,1
usefulness,1
limitations,2
anthropological,1
toolkit,1
cautiously,1
welcome,1
trope,1
multidimensional,1
means,2
interrelated,1
exploded,1
popularity,2
practitioner,7
surveyed,1
primary,2
peerreviewed,1
metareviews,1
∼1400,1
published,2
suggest,9
average,8
indistinguishable,1
conventional,12
indicating,3
superior,2
performance–in,1
contrast,5
wider,2
report,9
recently,6
top,6
publish,1
yet,5
frontier,1
propositions,2
seems,4
perform,2
screening,2
divestment;,1
crisis;,1
third,6
premium,8
develops,2
energyrelated,1
eui,6
text,2
economist,2
intelligence,1
eiu,1
construct,2
vector,3
autoregression,2
range,4
check,3
efficacy,1
appears,1
sharp,1
drop,2
spiked,1
debt,5
confirm,4
tends,2
hinder,2
activity,12
outputs,1
announcement,4
coronavirus,4
designmethodologyapproach,6
morgan,1
stanley,1
daily,4
carhart,1
garch11,1
extended,2
lehman,1
brothers,1
firm,43
small,8
capitalizations,2
occurred,5
healthcare,9
telecommunications,1
recovered,2
faster,1
desire,1
diversify,2
bring,4
critical,9
forestall,1
contagion,7
protect,4
live,3
save,2
twin,1
channeling,1
originalityvalue,6
extend,2
valuation,1
quicker,1
insecurity,1
concern,13
exacerbated,1
intense,3
supply,9
chain,7
disruption,2
resulting,2
ongoing,4
russia–ukraine,4
agriculture,6
combines,3
cuttingedge,2
improve,7
accurately,1
pertinent,1
drivers,5
classify,2
assess,7
hierarchical,1
bangladesh,1
combining,1
pareto,2
fuzzy,3
theory,6
interpretative,1
modeling,3
tism,2
matriced’,1
cruoses,1
multiplication,2
applique,1
classement,1
micmac,3
expert,4
feedback,4
eighteen,1
initially,1
thirteen,1
interrelationship,3
automation,1
&,1
robotics,1
lessen,1
usage,5
manual,1
labor,1
augmented,2
reality,1
farmers,3
guiding,1
tool,3
adequate,1
incentive,5
impoverished,1
building,4
storage,1
facility,2
influential,1
implement,3
expected,7
future,23
eliminate,1
hunger,1
regional,8
assist,2
leaders,3
decisionmaking,2
achieving,2
agricultural,1
achieve,3
sdgs,3
highincome,1
experiencing,1
substantial,3
living,3
intersecting,1
physical,4
mental,3
immediate,3
buffer,1
worst,1
welfare,1
undermine,1
austerity,1
explore,11
underpinning,1
costofliving,1
pathways,2
specific,4
modelling,3
substantially,3
avoid,5
exacerbating,1
inequalities,1
targeting,1
vulnerable,1
households,2
likely,3
effectively,6
political,10
refined,1
policies’,1
timefrequency,3
rare,3
earths,3
major,9
employ,6
covid19triggered,1
net,11
recipient,1
transmitter,7
solar,2
wind,7
transmittersreceivers,1
beforeduring,1
remaining,2
receiver,6
vice,1
versa;,1
evidencing,1
crossmarket,3
impaired,1
implying,2
necessity,1
rebalancing,1
depressive,2
disorder,3
mdd,1
generalized,5
anxiety,8
gad,1
million,3
people,6
suffer,1
equivalent,1
4·4,1
stressors,2
depression,7
upwards,1
goal,9
prevalence,4
symptoms,11
singapore,3
peak,1
existing,3
web,1
queried,1
april,1
june,2
adult,4
aged,2
>,1
old,2
screened,4
questionnaire4,1
phq4,2
screener,2
eligible,2
participation,1
quantified,2
dividing,1
respondents,7
asked,1
utilization,4
missed,2
then,3
monetized,1
scaled,1
counts,1
generate,2
annual,2
thousand,2
hundred,1
fortyeight,1
filled,1
depressionanxiety,1
behalf,1
themselves,1
calculated,1
recorded,1
experience,3
approximately,1
half,1
formally,1
diagnosed,1
presenteeism,2
absenteeism,2
averaged,1
dollar,4
sgd,7
employed,7
subset,1
=,2
extra,3
translates,1
worker,3
productive,1
equates,1
associated,14
representing,3
singapore’s,1
gross,1
domestic,2
product,6
gdp,3
employers,1
look,1
remediation,1
undiagnosed,1
psychiatric,1
competency,1
peer,1
stigma,1
public,17
proposes,3
multilayer,3
framework,13
variance,1
decomposition,1
block,2
aggregation,2
served,1
linking,3
measuring,2
withinmarket,1
quantifying,1
foreign,2
exchange,5
simultaneously,3
view,6
transmit,1
larger,3
french,1
largest,3
asian,6
signal,2
perspective,4
studying,2
everemerging,1
received,2
regulation,4
informational,1
inefficiencies,1
multifractal,2
detrended,1
whether,7
sustained,1
informationally,1
efficient,9
chemical,8
materials,5
life,8
emit,1
greenhouse,3
carbonintensive,1
complex,4
diverse,3
emission,19
decarbonizing,1
vibrant,1
conducted,3
thoroughly,2
analyzing,2
shortlist,1
sociotechnical,1
raw,1
waste,4
recycling,1
transformative,3
create,4
collateral,2
still,1
behavioral,4
overcome,5
instruments,5
lastly,2
outlined,1
media,1
quickly,2
bank,31
silicon,1
valley,1
svb,2
collapse,2
date,4
estate,5
preevent,2
surprisingly,1
failure,1
anticipated,1
subsequent,4
shared,1
heterogeneity,1
warming,1
force,2
neutrality,2
target,5
developments,2
affect,8
unpredictable,1
decision,13
certain,2
realized,2
garchmidas,2
5min,1
highfrequency,2
strong,8
successfully,1
forecasting,1
insample,1
best,2
predictive,2
ability,2
weather,1
exist,2
reminds,1
interaction,8
allowance,6
significance,1
producersconsumers,2
quantify,1
tvpvar,5
extension,2
frequencydomain,1
antonakakis,1
ellington,1
barunik,1
[848],1
firstly,2
fluctuates,1
fiercely,1
varying,1
rocket,1
subprime,1
mortgage,1
centers,2
shortterm,3
frequency,6
1–3,2
months,2
secondly,1
generally,3
thirdly,1
tight,1
bridges,1
horizons,2
switch,1
extremely,2
timehorizonspecific,1
regulatory,3
productionpurchasing,1
defi,3
around,3
computes,1
optimal,4
weights,1
ratio,3
assets–sector,1
dccgarch,1
static,3
slightly,1
sectordependent,1
showing,4
cruel,1
declaration,1
differences,3
similar,2
coverage,3
slight,1
upturns,1
firmlevel,1
exposure,2
timeseries,1
paid,3
earnings,1
climaterelated,2
extracted,2
unconditional,1
thereafter,1
forwardlooking,1
deliver,1
unconditionally,1
maximum,1
depending,2
lower,11
explicitly,1
crash,1
characterize,1
highexposure,1
finding,3
priced,1
upside,1
series,3
innovation;,1
big,1
holdings;,1
flows,1
adaptation,1
programs,2
triggered,1
changing,1
competitive,2
landscape,1
pushing,1
adapt,1
sudden,1
mediumsized,3
smes,5
want,2
survive,3
must,5
innovate,1
antifragility,5
represents,2
capability,5
absorb,1
allowing,2
digital,13
located,2
calabria,1
south,1
italy,1
turned,1
marketing,2
starting,2
collaboration,2
leveraged,1
investigated,2
enabled,1
anti,1
fragile,3
slack,1
agility,1
institution,12
highlight,6
summarized,1
tested,2
confirmatory,2
useful,4
interested,2
entrepreneurs,4
managers,10
survival,3
seriously,1
threatened,2
drawn,1
reviewing,2
key,7
mechanism,9
cope,3
attributes,5
committees,2
board,10
diversity,5
independent,2
directors,6
institutional,9
ownership,7
ceos,1
family,6
subject,1
learn,1
independence,2
blockholders,1
controversy,2
mining,1
hazardous,2
spurred,1
offset,1
category,4
instance,1
tail,5
valueatrisk,2
conditional,3
caviar,3
along,1
asymmetries,1
found,7
intraclass,2
clusters,2
little,1
interconnectedness,1
subsequently,2
trend,7
highlighted,3
valid,1
justifications,1
stakeholder,7
regulators,5
countrylevel,2
mena,2
region,4
impacted,2
lowperformance,1
national,6
mitigating,1
covid,2
specifically,2
contention,1
creating,4
urgency,1
transitioning,3
lowcarbon,2
fintech,12
environmentally,2
friendly,1
widely,1
played,1
crucial,3
restoring,1
confidence,1
services,2
enhance,12
connection,4
nonparametric,1
causalityinquantile,1
crossquantilogram,3
boom,2
bust,2
ecofriendly,1
highly,5
directionally,1
predictable,1
additionally,4
bullish,1
predictability,7
length,2
movements,2
allocation,3
monetary,4
informative,1
commercial,4
prospects,1
hydrogen,5
attracted,1
special,2
circles,1
predicted,1
incl,1
technological,3
redistribution,1
map,1
slowdown,2
next,3
turn,4
1970s,2
last,1
century,4
require,5
eliminating,1
shortage,1
near,1
accents,1
intensifying,1
continues,2
thanks,2
entire,1
actively,1
formed,1
interfuel,1
command,1
transmission,5
systemically,2
gsib,3
implied,2
heteroskedasticity,1
determine,2
europe’s,1
cboe,1
vix,4
corelationship,1
oneday,1
lagged,1
grangercausing,1
quartile–where,1
present–jumps,1
swine,1
flu,1
zika,1
virus,1
epidemic,2
meaning,1
financialization,3
dimension,10
city,8
financialized,1
urban,4
tasks,2
impose,2
logic,3
involves,2
land,2
vehicles,3
extending,2
shadow,1
banking,6
formalizing,1
securitizing,1
local,2
deleveraging,1
developers’,1
redevelopment,1
securitization,1
financializing,1
engineered,1
credit,2
expansion,1
ramifications,1
entrepreneurial,3
exportoriented,3
factory,1
stateled,2
imperative,2
occupy,1
central,1
position,1
struggling,1
proper,2
worsened,1
contagious,2
stockpiles,1
contaminating,1
medical,5
postcovid19,3
dire,1
safe,2
mwm,4
thereby,3
prioritize,1
situation,4
consisting,1
bestworst,1
bwm,2
interpretive,1
ism,1
crossimpact,1
matrix,3
classification,2
seventeen,1
prioritized,2
twelve,1
ismmicmac,1
law,3
enforcement,1
administrators,1
shaping,1
establishing,1
firm’s,2
trust,2
engenders,1
viewed,1
favorably,1
bondholders,1
firms’,2
e&s,4
spread,6
2006–2019,1
2008–2009,1
default,3
highsocialcapital,2
benefited,1
agency,1
salient,1
able,1
raise,2
maturities,1
element,2
bottom,1
terciles,1
narrowed,1
electricity,4
cleanconventional,1
episodes,2
shale,2
revolution,2
russianukrainian,1
alternative,4
functions,2
leverage,1
appropriate,5
shown,4
socially,4
sri,2
allow,7
particular,4
manage,3
intends,1
amidst,1
attempt,4
rated,1
bombay,1
bse,1
volumes,1
india,4
importantly,1
detrimental,3
establish,2
good,5
hypothesis,3
introduction,1
healthcareassociated,1
infection,2
hai,14
control,12
prevent,3
ethiopia,1
surveillance,1
clinical,2
hospitalized,1
ayder,1
specialized,1
hospital,2
cohort,1
interview,4
bills,1
extract,1
necessary,2
arms,1
matched,1
sex,1
charlson,1
comorbidity,1
ward,1
type,6
measurable,1
infected,1
uninfected,1
paired,1
ttest,1
mcnemar’s,1
logistic,1
predictors,4
inhospital,5
stata,1
conduct,2
included,2
stayed,1
p<0001,2
ethiopian,1
birrs,1
etb,1
presence,2
aor,2
113–439,1
admission,1
intensive,3
155–740,1
stays,1
admitted,2
intervention,2
platform,7
resulted,2
tied,1
localities,1
emergent,1
clickforvic,1
started,1
lockdown,2
melbourne,1
australia,3
way,6
connect,1
consumers,1
premised,1
transformational,9
entrepreneurship,5
enable,2
societal,2
semistructured,3
indepth,1
utilised,1
farm,3
perceived,7
contributed,1
amongst,2
incorporate,1
driven,3
managerial,1
highlighting,3
produce,2
double,1
issue,8
disclosure,10
spring,1
comment,7
letter,7
ols,1
asharelisted,1
words,1
carried,1
talk,1
tone,1
revealed,6
pressure,3
improvement,2
internal,1
owing,1
receipt,1
reference,1
preventing,1
highquality,1
accommodates,1
mixed,4
circumvents,1
splicing,1
variable,9
battery,1
nominal,1
albeit,1
postgfc,1
heightened,2
remain,2
inflationary,1
diminish,1
persist,1
conscious,2
needed,2
discourage,2
environmentallydegrading,1
emerged,2
winners,1
losers,1
adopt,2
dsardl,1
currencies,1
4h,1
frame,1
hike,3
australian,5
japanese,1
yen,1
euro,1
british,1
pound,1
provided,3
believe,1
aid,4
abating,1
mint,2
nigeria,1
co2,3
via,2
historical,2
1969–2019,1
fullsample,2
nongranger,1
oneway,1
causal,3
association,8
constancy,1
stability,7
implies,1
inadequate,1
necessitating,1
rollingwindow,3
nonconstancy,1
pretest,1
distortion;,1
datestamped,1
subsampled,1
observe,1
emissiondecreasing,1
emissionincreasing,2
sampled,3
mopup,1
tendencies,2
andor,1
emissionreducing,1
widespread,2
responsibility,14
shareholder,2
wealth,2
resilience,15
postcrisis,1
esg_e,1
esg_s,1
esg_g,1
lowtrust,1
analyst,1
restore,1
acted,1
vaccine,1
stressing,1
relevance,2
organizational,5
far,2
parasite,2
stress,5
distancing,7
personal,1
contact,1
digitalization,2
expect,1
digitalized,1
globalization,4
nonfamily,1
german,1
mittelstand,1
midst,1
induced,1
broadly,1
expectations,2
qualify,1
ashares,1
betterexpected,1
heterogeneous,1
pressureresistant,1
promotion,1
following,3
emphasising,1
motivation,2
reputation,1
holding,2
instrumental,2
controlling,1
fixed,5
replacing,1
beneficial,4
chapter,3
aging,8
twentyfirst,2
already,2
today,3
dozen,1
according,3
60+,1
children,1
65+,1
adolescents,1
young,2
15–24,1
determined,1
scale,3
depth,1
demographic,1
problematic,1
pension,1
disabled,1
frail,1
maintaining,4
savings,1
elderly,3
ageism,1
consequently,3
expectancy,2
democracy,1
order,5
midtwentyfirst,1
twothirds,1
middle,1
lowincome,1
currently,1
poorest,1
subsaharan,1
africa,2
acute,3
adoption,2
proactive,2
who;,1
sphere,2
discourse,1
suppose,1
threatening,1
tensions,1
intergenerational,1
conflicts,1
perceiving,1
worldly,1
wisdom,1
mature,1
older,2
generation,5
concrete,1
adopted,4
healthrelated,2
hrqol,1
combat,1
stereotype,1
feeling,3
doom,1
grinin,1
stimulated,1
precisely,1
forthcoming,1
wave,1
denote,1
cybernetic,1
demand,9
laborsaving,1
powerful,1
impulse,1
medicine,1
progress,2
latter,3
working,2
biological,1
mercy,1
consistently,1
behave,1
adequately,1
guided,1
answers,1
curiosity,1
multifractality,1
crosscorrelation,1
noneuropean,2
russiaukraine,1
detects,1
behaviour,2
persistence,4
beginning,2
indirect,1
inefficient,1
startup,8
islamic,9
collected,2
twostep,1
moment,3
interact,1
discovers,1
peertopeer,2
lending,2
practical,3
supervisors,2
collaborating,1
willing,1
applications,1
payment,1
micro,1
medium,3
msme,9
kingpin,1
indian,3
employment,1
expose,1
revival,3
ownersheads,1
strategiesmeasures,1
cfa,1
fit,1
equation,1
sem,1
customer,2
crm,1
lent,1
limitationsimplications,1
emphasize,2
forced,1
reassess,1
modify,1
operating,1
uncertainunpredictable,1
revitalizing,1
possibilities,1
move,1
schemes,1
perception,5
tide,1
furnishes,1
closing,1
dealing,2
scarce,1
cover,2
grown,1
volatile,3
zscore,2
nonperforming,1
loans,1
npl,2
mediating,3
23country,1
sysgmm,1
endogeneity,1
common,3
twostage,1
sequential,1
linear,1
selpdm,1
measured,2
discovered,1
stability;,1
vary,4
income,3
classes,2
sukuks,1
aftermath,1
document,3
sizable,1
largescale,3
highrisk,1
continuously,2
creatively,1
determinants,1
bubble,8
sup,1
dickeyfuller,1
gsadf,1
explain,8
formations,1
tier,1
innovatively,1
dcggarchcovar,1
constructing,2
correlate,1
throughout,2
meanwhile,2
faced,2
macroprudential,3
advice,1
weaken,1
degradation,2
mediation,4
air,4
pollution,6
theoretically,2
awareness,1
preference,1
expanding,2
stepwise,1
theoretical,5
linked,3
willingness,1
partly,1
absorbed,1
reaches,1
generating,1
distracting,1
minimize,2
promote,2
wishing,1
fdi,3
1990–2016,1
dynamically,1
errorcorrection,1
analytical,2
african,1
factordriven,2
investmentdriven,1
dependence,7
overlooked,1
directional,1
brown,4
sign,1
lowerthanexpected,1
discussion,1
cop26,1
knowledge,2
devastating,1
families’,2
wellbeing,4
demotivation,2
supported,1
abcewb,1
collection,1
snowball,1
sampling,1
lesser,1
lies,1
corroborating,1
final,1
consideration,2
together,2
suggestions,1
focusing,4
wilderhill,1
highest,1
conversely,1
garid,1
powr,1
snc,1
demonstrated,1
offering,1
metals,2
suggested,1
petrochemical,5
depends,2
feedstock,1
intertwined,1
relating,1
plastic,8
toxic,1
uprooting,1
deepseated,1
lockins,2
sustain,1
stand,1
ambitious,2
reduction,3
ending,1
confronting,1
moving,1
away,1
unsustainable,1
drastically,1
link,3
challenging,1
entrenched,1
power,17
vested,1
fossilbased,1
step,1
upstream,1
upcoming,1
treaty,1
difficult,1
escalation,1
nine,1
g20,1
thomson,2
reuters,2
eikon,1
database,1
descriptive,1
statistics,1
gmm,1
limits,2
engaged,1
fulfilling,1
resort,1
costly,1
satisfies,1
gains,1
directed,1
lens,2
mounting,1
posed,1
load,12
capacity,5
secondgeneration,2
dumitrescu,1
hurlin,1
convincing,1
cointegration,2
ecological,4
lessening,1
disintegrated,1
accomplish,1
recession,6
housing,2
reignited,1
spain,1
reforms,2
spanish,1
managed,2
strategically,3
recreate,1
financefriendly,1
attract,1
combined,2
deregulatory,1
neoliberal,2
coordinated,1
manner,1
package,1
arrangements,1
facilitated,1
reanimation,1
cycle,4
rising,1
inflation,1
tenants’,1
rights,2
actions,1
foster,1
spatial,1
fix,1
granting,1
speculative,1
extraordinary,1
poor,3
democratic,1
accountability,3
confronted,1
form,3
contestation,1
incisive,1
edition,2
roy,1
allen,3
evolutionary,1
money,3
psychological,1
commonly,1
understood,1
discusses,2
transfers,1
mercantilism,1
favored,1
core,2
continuing,1
informationprocessing,1
deregulation,1
elaborates,1
ecology,1
guide,1
policymaking,2
explaining,1
avoided,1
revised,1
student,3
scholars,2
macroeconomics,1
evolve,1
failed,2
recovery,8
shortlived,1
1997–1998,1
econometric,2
handle,1
crosssectionally,1
dependent,1
root,1
reliable,1
cointegrated,1
advancement,1
ecoinnovation,1
accelerate,2
deterioration,1
footprint,1
recommends,1
incorporated,1
modernization,1
csp,7
likelihood,5
upswing,3
containing,1
altman,1
refinitiv,1
usfirmyear,1
fail,1
materialize,1
flourishing,1
seen,3
balancing,1
bear,1
neoliberalism,2
flaws,1
university,8
newspapers,1
shape,1
stealth,1
heavy,1
reliance,1
onshore,2
fees,1
infrastructure,1
covid19related,1
tens,1
staff,1
losing,2
job,5
courses,1
cut,1
accountingization,2
individual,3
academic,2
norm,1
metrics,4
language,1
displaced,1
revenue,1
privileged,1
radical,1
rethinking,1
mission,1
ultimate,1
postglobal,1
called,1
engagement,2
divided,1
companies’,1
secondary,2
statistically,1
economically,2
channel,1
select,1
viewpoint,1
settings,1
thinking,2
conceptualisation,1
critiques,1
neglect,1
bearing,1
crucially,1
actors,2
component,2
and—as,1
amply,1
pandemic—relationships,1
connected,1
imbalances,1
enact,1
persistent,3
framing,2
measured;,1
instead,1
see,1
emerge,2
categorisation,1
binary,1
versus,1
chronic,1
outline,1
encourage,1
capabilities—what,1
encompass,1
lessons,2
preparing,1
clarifying,1
avoiding,1
fragmented,1
formulate,2
crisisinduced,1
precedence,1
priorities,4
recalls,1
underscore,1
regularity,1
severity,1
introspective,1
retrospective,1
systematically,1
coalescing,1
scholarly,1
work;,1
outlining,1
researchers;,1
studies;,1
restorative,1
timely,1
